Year,Month,Unit Name,Dacoity,Robbery,Murder,Speedy Trial,Riot,Woman & Child Repression,Kidnapping,Police Assault,Burglary,Theft,Other Cases,Arms Act,Explosive,Narcotics,Smuggling,Total Cases
2020,January,DMP,2,26,22,9,0,214,8,4,60,126,559,11,2,1438,6,2487
2020,January,CMP,0,10,9,0,0,73,0,3,16,25,168,39,1,220,2,566
2020,January,KMP,0,3,0,2,0,6,2,0,1,13,30,0,0,155,1,213
2020,January,RMP,0,2,2,1,0,24,1,0,5,5,51,2,0,271,15,379
2020,January,BMP,0,0,4,1,0,14,1,0,3,10,44,1,0,49,0,127
2020,January,SMP,0,0,1,4,0,28,2,1,5,12,58,1,0,42,10,164
2020,January,RPMP,0,1,2,1,0,15,0,0,3,9,44,1,0,54,0,130
2020,January,GMP,1,3,5,3,0,58,4,0,7,15,73,1,1,93,3,267
2020,January,Dhaka Range,13,17,65,14,0,370,14,4,33,112,968,17,2,747,2,2378
2020,January,Mymensingh Range,2,3,18,15,0,202,1,0,6,41,457,3,0,220,5,973
2020,January,Chittagong Range,6,18,54,8,0,260,5,3,55,105,914,16,2,765,8,2219
2020,January,Sylhet Range,1,1,10,0,0,107,3,1,6,39,386,1,0,193,24,772
2020,January,Khulna Range,1,7,25,1,0,187,2,1,24,88,626,17,5,535,26,1545
2020,January,Barishal Range,2,6,11,7,0,145,3,1,15,22,382,4,0,224,0,822
2020,January,Rajshahi Range,0,6,29,8,0,348,2,4,12,58,577,11,3,969,101,2128
2020,January,Rangpur Range,0,1,25,1,0,287,5,1,13,67,651,3,0,361,28,1443
2020,January,Railway Range,0,1,1,0,0,1,1,0,0,5,5,0,0,18,0,32
2020,February,DMP,1,15,21,10,1,194,1,4,74,113,467,12,1,1205,12,2131
2020,February,CMP,0,5,2,7,0,64,0,2,13,13,112,31,3,396,3,651
2020,February,KMP,0,2,1,0,0,8,2,0,1,6,26,0,0,129,0,175
2020,February,RMP,0,5,1,0,0,16,2,0,1,7,55,1,0,268,13,369
2020,February,BMP,0,2,1,2,0,12,0,0,10,10,44,0,0,93,0,174
2020,February,SMP,0,2,1,10,0,22,1,1,1,5,59,1,0,54,1,158
2020,February,RPMP,0,1,2,1,0,15,0,1,0,6,40,0,0,72,0,138
2020,February,GMP,0,2,3,1,0,48,3,1,2,14,90,6,0,165,1,336
2020,February,Dhaka Range,4,14,54,8,0,263,11,4,24,74,806,15,1,1186,8,2472
2020,February,Mymensingh Range,1,1,16,5,0,129,1,4,7,35,434,3,0,508,7,1151
2020,February,Chittagong Range,10,16,48,7,0,239,10,5,35,89,828,48,2,1077,14,2428
2020,February,Sylhet Range,3,3,19,0,0,67,1,2,4,30,306,6,0,220,26,687
2020,February,Khulna Range,3,6,17,2,0,168,2,4,19,49,520,26,2,766,27,1611
2020,February,Barishal Range,1,4,12,0,0,106,2,1,9,26,374,1,0,299,2,837
2020,February,Rajshahi Range,3,7,36,2,0,204,1,4,7,43,552,20,3,1542,124,2548
2020,February,Rangpur Range,0,1,21,1,0,185,3,1,10,45,676,4,0,524,71,1542
2020,February,Railway Range,0,1,2,0,0,0,1,0,1,6,11,0,0,27,15,64
2020,March,DMP,3,13,17,13,0,187,7,6,49,110,502,15,0,1129,8,2059
2020,March,CMP,0,6,3,7,0,64,1,1,9,13,152,32,0,344,3,635
2020,March,KMP,0,0,3,1,0,7,0,0,1,2,18,0,0,102,0,134
2020,March,RMP,0,2,1,0,2,19,1,0,5,8,53,1,0,243,29,364
2020,March,BMP,0,0,1,3,0,10,0,1,8,5,39,0,0,102,0,169
2020,March,SMP,0,0,4,4,0,26,0,0,2,7,75,0,0,42,1,161
2020,March,RPMP,0,0,2,1,0,24,0,0,0,11,42,0,0,87,0,167
2020,March,GMP,3,3,5,1,0,42,4,3,3,13,107,2,0,125,0,311
2020,March,Dhaka Range,3,18,49,9,0,265,10,4,25,80,911,5,1,1009,1,2390
2020,March,Mymensingh Range,1,2,21,3,0,122,0,4,4,31,457,4,0,436,10,1095
2020,March,Chittagong Range,8,9,62,11,0,230,5,11,32,65,953,53,0,976,14,2429
2020,March,Sylhet Range,2,3,26,1,0,88,3,5,10,35,338,6,0,167,17,701
2020,March,Khulna Range,4,12,32,3,0,195,4,1,17,57,651,23,1,616,23,1639
2020,March,Barishal Range,1,4,7,5,0,110,2,1,13,21,476,0,0,327,1,968
2020,March,Rajshahi Range,0,3,21,9,0,220,1,5,7,34,566,18,1,1441,94,2420
2020,March,Rangpur Range,1,1,22,1,0,194,1,1,9,62,644,2,0,457,65,1460
2020,March,Railway Range,0,2,3,0,0,0,0,0,1,6,11,0,0,20,5,48
2020,April,DMP,1,5,8,6,0,47,0,1,21,22,118,2,0,120,0,351
2020,April,CMP,0,4,9,3,0,16,0,1,4,10,51,16,0,51,1,166
2020,April,KMP,0,1,0,0,0,1,0,1,1,1,9,0,0,7,0,21
2020,April,RMP,0,1,1,0,11,0,1,3,3,44,0,0,0,51,5,120
2020,April,BMP,0,0,3,1,0,4,0,0,1,3,37,0,0,26,0,75
2020,April,SMP,0,0,1,2,0,11,0,1,4,6,49,0,0,10,0,84
2020,April,RPMP,0,1,1,0,0,6,0,0,0,3,35,0,0,10,0,56
2020,April,GMP,0,1,3,1,0,11,0,0,2,7,68,1,0,22,1,117
2020,April,Dhaka Range,5,7,51,4,0,128,2,11,11,40,786,8,2,190,3,1248
2020,April,Mymensingh Range,0,1,25,1,0,58,2,4,1,27,666,1,0,38,2,826
2020,April,Chittagong Range,2,5,55,7,0,108,1,9,17,37,936,24,1,321,0,1523
2020,April,Sylhet Range,2,0,13,0,0,38,0,4,2,31,336,1,0,56,2,485
2020,April,Khulna Range,0,2,29,3,0,127,1,3,9,41,633,10,0,242,7,1107
2020,April,Barishal Range,0,0,16,4,0,95,1,3,11,8,537,0,2,68,0,745
2020,April,Rajshahi Range,0,3,31,2,0,160,2,4,1,23,560,14,4,276,34,1114
2020,April,Rangpur Range,0,1,27,3,0,104,1,2,5,29,706,0,0,151,28,1057
2020,April,Railway Range,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3
2020,May,DMP,2,8,13,6,0,68,1,3,31,43,172,8,0,161,2,518
2020,May,CMP,0,3,6,3,0,23,0,0,11,20,102,12,0,51,2,233
2020,May,KMP,0,0,0,0,0,12,1,0,0,2,21,0,0,5,0,41
2020,May,RMP,0,1,2,0,0,17,0,0,4,2,51,2,0,60,7,146
2020,May,BMP,0,0,2,2,0,4,0,0,2,5,34,1,0,8,0,58
2020,May,SMP,0,0,2,3,0,16,0,1,2,6,86,1,0,27,2,146
2020,May,RPMP,0,1,5,0,0,8,0,0,0,5,42,0,0,15,0,76
2020,May,GMP,1,5,8,2,0,11,2,1,2,9,65,3,0,34,0,143
2020,May,Dhaka Range,5,12,54,4,0,158,6,16,27,66,1030,4,3,331,0,1716
2020,May,Mymensingh Range,0,0,26,3,0,104,3,0,4,28,735,2,0,108,3,1016
2020,May,Chittagong Range,2,10,97,9,0,143,4,12,21,58,1172,51,1,613,2,2195
2020,May,Sylhet Range,0,1,28,1,0,51,1,3,3,31,452,1,0,84,10,666
2020,May,Khulna Range,1,2,36,2,0,131,0,2,8,45,672,9,1,294,5,1208
2020,May,Barishal Range,0,2,12,1,0,106,1,2,9,10,514,2,0,117,2,778
2020,May,Rajshahi Range,0,9,32,7,0,163,0,6,3,29,615,15,1,328,38,1246
2020,May,Rangpur Range,0,5,38,1,0,152,0,4,9,37,819,1,0,224,30,1320
2020,May,Railway Range,0,0,0,0,0,1,0,0,0,1,3,0,0,1,1,7
2020,June,DMP,2,13,19,7,0,185,3,5,45,92,328,11,0,465,2,1177
2020,June,CMP,1,5,8,10,0,33,0,2,3,7,104,23,0,133,1,330
2020,June,KMP,0,2,3,0,0,5,0,0,0,4,8,0,0,51,0,73
2020,June,RMP,0,4,0,2,0,15,0,0,1,6,40,0,0,54,6,128
2020,June,BMP,0,3,2,0,0,12,0,0,4,10,28,0,0,18,0,77
2020,June,SMP,0,0,6,5,0,20,0,1,0,8,45,1,0,25,2,113
2020,June,RPMP,0,0,3,2,0,21,1,0,1,6,47,0,0,24,0,105
2020,June,GMP,3,1,7,6,0,38,2,1,3,11,68,3,0,45,0,188
2020,June,Dhaka Range,13,13,64,18,0,269,16,10,31,73,958,14,4,646,5,2134
2020,June,Mymensingh Range,0,9,12,8,0,136,0,2,7,35,543,2,0,236,3,993
2020,June,Chittagong Range,4,7,54,9,0,215,7,3,35,62,918,44,1,636,9,2004
2020,June,Sylhet Range,0,1,19,0,0,66,2,3,5,31,325,1,0,142,14,609
2020,June,Khulna Range,4,9,32,5,0,188,2,5,19,63,662,16,2,436,15,1458
2020,June,Barishal Range,0,3,12,0,0,108,1,0,16,10,359,3,0,223,0,735
2020,June,Rajshahi Range,0,4,33,7,0,230,3,0,5,41,556,18,2,650,74,1623
2020,June,Rangpur Range,0,5,28,7,0,197,1,1,9,45,756,0,0,355,23,1427
2020,June,Railway Range,0,0,1,0,0,1,0,0,0,2,7,0,0,6,1,18
2020,July,DMP,1,22,27,10,0,216,2,6,55,122,509,16,2,1418,3,2409
2020,July,CMP,0,8,8,8,0,69,0,2,9,25,155,59,2,303,4,652
2020,July,KMP,0,2,4,0,0,13,0,0,1,6,27,2,0,188,1,244
2020,July,RMP,0,4,3,0,0,23,0,0,1,15,41,1,0,59,7,154
2020,July,BMP,0,1,0,1,0,18,0,0,6,14,39,1,0,31,1,112
2020,July,SMP,0,1,5,7,1,21,0,0,3,12,55,1,0,52,4,162
2020,July,RPMP,0,0,2,2,0,24,5,0,0,11,57,0,0,33,0,134
2020,July,GMP,2,1,5,2,0,38,2,1,3,8,83,4,0,136,0,285
2020,July,Dhaka Range,7,18,70,15,0,268,13,12,31,104,928,10,2,1015,10,2503
2020,July,Mymensingh Range,1,4,13,8,0,143,1,1,6,56,451,3,0,452,7,1146
2020,July,Chittagong Range,6,12,90,11,0,241,9,7,39,96,868,88,0,1303,11,2781
2020,July,Sylhet Range,1,0,23,2,0,75,0,1,5,50,307,5,0,329,32,830
2020,July,Khulna Range,2,10,29,4,0,215,3,3,24,92,597,16,0,716,32,1743
2020,July,Barishal Range,2,3,12,0,0,111,0,1,13,17,354,9,0,290,0,812
2020,July,Rajshahi Range,0,3,40,8,0,220,0,5,5,63,503,23,7,1240,87,2204
2020,July,Rangpur Range,1,2,26,3,0,217,3,0,15,83,734,1,0,499,37,1621
2020,July,Railway Range,0,0,1,0,0,0,0,0,0,5,9,0,0,13,3,31
2020,August,DMP,1,13,20,10,0,222,4,2,65,89,443,8,1,978,5,1861
2020,August,CMP,0,4,3,10,0,105,0,1,13,13,121,20,0,149,2,441
2020,August,KMP,0,1,4,1,0,9,1,1,4,9,29,2,0,119,0,180
2020,August,RMP,0,5,1,0,0,27,1,0,9,10,58,0,0,157,14,282
2020,August,BMP,0,1,0,3,0,16,0,6,12,38,3,0,0,43,0,122
2020,August,SMP,1,3,2,6,0,17,0,1,3,9,61,2,0,48,4,157
2020,August,RPMP,0,1,0,3,0,26,6,0,0,15,68,0,0,37,0,156
2020,August,GMP,1,1,6,3,0,57,5,0,5,16,89,2,0,118,0,303
2020,August,Dhaka Range,12,17,76,11,1,318,11,4,32,59,1036,15,4,712,12,2320
2020,August,Mymensingh Range,0,2,21,10,0,195,1,0,11,28,590,2,0,264,7,1131
2020,August,Chittagong Range,6,10,58,10,0,233,9,5,53,85,1015,14,1,748,13,2260
2020,August,Sylhet Range,2,3,22,2,0,88,0,3,7,42,410,3,0,210,32,824
2020,August,Khulna Range,3,8,29,2,0,212,5,2,15,63,613,4,1,517,28,1502
2020,August,Barishal Range,1,3,13,9,0,141,1,2,13,21,429,3,0,210,0,846
2020,August,Rajshahi Range,1,9,33,7,0,342,3,3,9,44,584,12,4,938,94,2083
2020,August,Rangpur Range,0,3,33,4,0,304,2,0,13,68,901,0,0,314,33,1675
2020,August,Railway Range,0,0,1,0,0,1,0,0,0,1,4,0,0,13,2,22
2020,September,DMP,2,26,22,9,0,214,8,4,60,126,559,11,2,1438,6,2487
2020,September,CMP,0,10,5,9,0,73,0,3,16,25,168,39,1,220,2,571
2020,September,KMP,0,3,0,2,0,6,2,0,1,13,30,0,0,155,1,213
2020,September,RMP,0,2,2,1,0,24,1,0,5,5,51,2,0,271,15,379
2020,September,BMP,0,0,4,1,0,14,1,0,3,10,44,1,0,49,0,127
2020,September,SMP,0,0,1,4,0,28,2,1,5,12,58,1,0,42,10,164
2020,September,RPMP,0,1,2,1,0,15,0,0,3,9,44,1,0,54,0,130
2020,September,GMP,1,3,5,3,0,58,4,0,7,15,73,1,1,93,3,267
2020,September,Dhaka Range,13,17,65,14,0,370,14,4,33,112,968,17,2,747,2,2378
2020,September,Mymensingh Range,2,3,18,15,0,202,1,0,6,41,457,3,0,220,5,973
2020,September,Chittagong Range,6,18,54,8,0,260,5,3,55,105,914,16,2,765,8,2219
2020,September,Sylhet Range,1,1,10,0,0,107,3,1,6,39,386,1,0,193,24,772
2020,September,Khulna Range,1,7,25,1,0,187,2,1,24,88,626,17,5,535,26,1545
2020,September,Barishal Range,2,6,11,7,0,145,3,1,15,22,382,4,0,224,0,822
2020,September,Rajshahi Range,0,6,29,8,0,348,2,4,12,58,577,11,3,969,101,2128
2020,September,Rangpur Range,0,1,25,1,0,287,5,1,13,67,651,3,0,361,28,1443
2020,September,Railway Range,0,1,1,0,0,1,1,0,0,5,5,0,0,18,0,32
2020,October,DMP,0,18,22,12,0,297,3,12,61,125,544,15,4,1429,4,2546
2020,October,CMP,0,19,12,19,0,115,4,1,12,21,155,46,1,293,3,701
2020,October,KMP,0,1,0,1,0,18,0,1,2,12,29,0,0,97,0,161
2020,October,RMP,0,1,0,0,0,32,3,0,4,5,47,2,0,301,40,435
2020,October,BMP,0,2,1,2,0,21,0,0,6,8,48,0,0,70,0,158
2020,October,SMP,0,0,1,3,0,29,1,1,3,13,73,1,0,36,13,174
2020,October,RPMP,0,0,1,1,0,30,0,0,0,14,53,0,0,74,0,173
2020,October,GMP,1,5,7,2,0,55,1,0,1,8,75,2,0,72,1,230
2020,October,Dhaka Range,12,23,63,17,0,470,13,10,45,107,991,16,2,683,6,2458
2020,October,Mymensingh Range,0,4,21,6,0,265,3,4,10,53,454,1,0,270,14,1105
2020,October,Chittagong Range,13,20,59,7,0,481,17,10,47,110,1035,38,3,810,15,2665
2020,October,Sylhet Range,0,3,21,2,0,127,1,3,7,52,350,1,0,169,42,778
2020,October,Khulna Range,0,8,31,6,0,242,1,1,24,79,675,13,0,527,28,1635
2020,October,Barishal Range,2,2,10,17,0,178,3,4,14,18,395,2,1,225,1,872
2020,October,Rajshahi Range,3,8,36,5,0,324,3,2,13,46,574,17,2,1068,114,2215
2020,October,Rangpur Range,0,4,17,3,0,297,1,3,13,66,691,0,0,345,25,1465
2020,October,Railway Range,1,2,2,0,0,1,1,0,0,8,8,1,0,16,2,42
2020,November,DMP,2,10,18,9,0,225,4,7,72,123,535,6,8,1450,11,2480
2020,November,CMP,1,7,8,16,0,96,3,2,13,23,154,49,0,256,5,633
2020,November,KMP,0,1,1,0,0,15,0,1,2,7,37,0,0,148,0,212
2020,November,RMP,0,1,4,1,0,26,1,0,3,7,56,0,0,377,33,509
2020,November,BMP,0,2,2,2,0,19,0,0,5,12,33,0,0,70,0,145
2020,November,SMP,0,0,4,9,0,37,0,1,3,11,101,3,1,61,10,241
2020,November,RPMP,0,0,2,1,0,18,0,1,4,8,48,0,0,54,0,136
2020,November,GMP,1,2,3,1,0,41,6,0,4,8,93,0,0,76,0,235
2020,November,Dhaka Range,13,19,63,16,0,358,12,9,34,100,1140,16,2,827,5,2614
2020,November,Mymensingh Range,0,0,16,9,0,183,1,3,7,43,507,1,0,283,11,1064
2020,November,Chittagong Range,10,13,47,4,4,297,12,1,30,112,976,28,3,815,12,2364
2020,November,Sylhet Range,0,6,18,4,0,84,0,4,8,34,365,4,1,167,19,714
2020,November,Khulna Range,1,6,24,8,0,193,3,1,17,75,601,15,1,542,25,1512
2020,November,Barishal Range,1,1,13,1,0,135,1,1,13,22,419,0,0,261,0,868
2020,November,Rajshahi Range,0,7,27,3,0,235,3,6,8,39,585,11,3,971,76,1974
2020,November,Rangpur Range,0,2,21,2,0,239,1,3,16,46,717,0,0,395,17,1459
2020,November,Railway Range,0,2,0,0,0,1,0,0,0,5,16,1,0,34,0,59
2020,December,DMP,4,14,11,8,0,171,7,1,60,114,486,7,10,1503,11,2407
2020,December,CMP,0,5,8,10,0,78,2,2,8,20,137,37,1,268,5,581
2020,December,KMP,0,2,0,0,0,10,1,0,3,6,33,0,0,75,1,131
2020,December,RMP,0,2,0,1,0,14,2,2,2,3,45,2,0,311,18,402
2020,December,BMP,0,1,2,1,0,18,0,0,9,10,28,2,0,64,0,135
2020,December,SMP,1,0,3,4,0,20,0,2,2,18,104,3,1,87,4,249
2020,December,RPMP,0,0,1,0,0,20,0,0,3,8,42,1,0,58,0,133
2020,December,GMP,1,1,10,1,0,24,13,2,8,7,65,1,0,110,1,244
2020,December,Dhaka Range,6,22,54,19,0,278,11,8,51,91,938,5,2,683,7,2175
2020,December,Mymensingh Range,0,1,17,6,0,186,1,1,10,42,457,6,0,293,5,1025
2020,December,Chittagong Range,7,12,38,14,2,251,11,6,40,110,936,20,3,884,12,2346
2020,December,Sylhet Range,1,4,14,3,0,70,1,3,5,37,359,6,1,186,20,710
2020,December,Khulna Range,1,8,24,4,0,137,5,0,15,63,571,8,2,526,20,1384
2020,December,Barishal Range,0,2,13,1,0,92,0,2,6,20,387,2,1,229,0,755
2020,December,Rajshahi Range,1,4,38,3,0,196,2,5,4,43,491,10,0,766,89,1652
2020,December,Rangpur Range,1,3,24,3,0,204,1,0,4,57,683,2,0,448,28,1458
2020,December,Railway Range,0,0,2,0,0,1,0,1,0,8,7,0,0,18,1,38
2021,January,DMP,3,15,18,12,0,185,7,7,68,128,504,5,4,1532,17,2505
2021,January,CMP,0,3,9,11,0,77,0,7,8,17,150,35,11,240,4,572
2021,January,KMP,0,1,2,0,0,8,3,1,2,18,24,3,0,79,3,144
2021,January,RMP,0,2,2,0,0,18,1,1,2,5,39,1,0,329,26,426
2021,January,BMP,0,1,2,1,0,5,0,0,7,12,50,1,0,48,0,127
2021,January,SMP,0,2,2,5,0,23,1,1,3,15,89,0,0,87,8,236
2021,January,RPMP,0,0,0,9,0,21,1,0,3,12,50,0,0,68,0,164
2021,January,GMP,1,6,2,3,0,28,5,1,7,8,57,5,0,100,0,223
2021,January,Dhaka Range,12,19,51,7,0,279,10,6,45,132,1011,10,5,643,6,2236
2021,January,Mymensingh Range,0,1,7,15,0,142,2,0,9,39,458,2,0,392,14,1081
2021,January,Chittagong Range,9,9,46,10,0,189,9,10,34,94,919,23,6,920,5,2283
2021,January,Sylhet Range,1,3,16,6,0,81,1,3,5,44,357,1,2,150,33,703
2021,January,Khulna Range,2,12,19,2,0,157,0,2,16,65,674,9,2,559,20,1539
2021,January,Barishal Range,1,1,13,8,0,85,1,3,10,17,378,1,0,234,0,752
2021,January,Rajshahi Range,1,7,42,2,0,182,2,4,5,39,496,17,7,818,63,1685
2021,January,Rangpur Range,3,4,25,0,0,159,2,1,8,46,680,1,0,416,39,1384
2021,January,Railway Range,0,1,1,1,0,2,0,0,0,3,9,0,0,24,0,41
2021,February,DMP,0,8,12,5,0,171,4,11,55,101,459,7,3,1224,15,2075
2021,February,CMP,0,4,3,12,0,55,3,5,12,26,144,46,2,270,2,584
2021,February,KMP,0,0,1,0,0,8,0,1,2,8,41,1,0,92,0,154
2021,February,RMP,0,3,1,0,0,18,4,2,0,7,49,0,0,221,18,323
2021,February,BMP,0,1,2,0,0,5,0,0,3,5,41,0,0,50,0,107
2021,February,SMP,0,0,4,13,0,33,0,5,3,13,85,1,0,75,4,236
2021,February,RPMP,0,0,1,1,0,17,1,0,0,9,37,0,0,65,0,131
2021,February,GMP,3,3,8,3,0,32,4,0,4,16,66,2,1,72,0,214
2021,February,Dhaka Range,14,17,54,10,0,277,8,6,37,116,918,14,2,846,3,2322
2021,February,Mymensingh Range,0,3,20,12,0,130,2,0,5,38,470,0,3,269,15,967
2021,February,Chittagong Range,4,11,43,8,0,198,8,7,33,91,908,33,7,891,11,2253
2021,February,Sylhet Range,0,5,15,5,0,75,1,5,5,54,297,6,0,223,29,720
2021,February,Khulna Range,2,4,27,1,1,151,4,3,21,91,604,14,0,632,15,1570
2021,February,Barishal Range,2,1,9,10,0,110,0,1,12,23,372,0,1,197,0,738
2021,February,Rajshahi Range,1,6,30,5,0,158,1,2,6,39,566,21,6,802,66,1709
2021,February,Rangpur Range,0,1,18,4,0,158,2,2,18,41,662,2,3,457,19,1387
2021,February,Railway Range,0,0,1,1,0,1,0,0,1,7,8,0,0,36,0,55
2021,March,DMP,3,8,7,6,1,223,8,14,50,115,531,8,5,1303,8,2290
2021,March,CMP,1,6,8,17,0,77,4,3,15,22,143,54,3,334,1,688
2021,March,KMP,0,0,1,0,0,9,0,2,1,10,35,2,0,117,0,177
2021,March,RMP,0,2,1,0,0,19,0,1,1,5,53,0,0,292,19,393
2021,March,BMP,0,1,2,3,0,8,0,0,5,5,30,1,0,71,0,126
2021,March,SMP,0,1,2,7,0,20,0,1,4,12,83,3,0,61,5,199
2021,March,RPMP,0,0,0,4,0,11,0,0,7,16,41,0,0,72,2,153
2021,March,GMP,0,3,4,4,0,47,2,4,5,11,76,5,0,123,0,284
2021,March,Dhaka Range,7,28,90,13,0,332,6,17,46,107,1100,9,2,799,3,2559
2021,March,Mymensingh Range,1,1,15,17,0,189,3,0,9,44,502,4,0,488,18,1291
2021,March,Chittagong Range,7,12,54,17,0,259,9,21,24,98,1070,34,5,1118,13,2741
2021,March,Sylhet Range,0,1,21,2,0,71,3,7,5,40,368,2,0,174,26,720
2021,March,Khulna Range,3,11,24,5,0,196,3,0,23,89,688,18,0,848,33,1941
2021,March,Barishal Range,1,1,8,7,0,108,1,1,11,24,407,2,1,307,0,879
2021,March,Rajshahi Range,0,7,34,4,0,210,4,6,7,48,606,13,1,992,57,1989
2021,March,Rangpur Range,0,3,24,4,0,221,2,2,12,69,698,1,1,503,32,1572
2021,March,Railway Range,0,0,0,0,0,0,0,0,0,7,8,0,0,34,1,50
2021,April,DMP,1,13,18,3,3,177,2,8,50,95,454,8,2,947,8,1789
2021,April,CMP,0,4,14,0,0,51,2,2,11,22,174,68,0,181,1,530
2021,April,KMP,0,0,1,0,0,6,0,0,5,11,32,0,0,97,0,152
2021,April,RMP,0,3,5,0,0,18,0,0,1,4,55,1,0,128,12,227
2021,April,BMP,0,2,0,0,0,13,0,0,2,12,35,1,0,76,0,141
2021,April,SMP,0,0,2,3,0,26,0,1,3,16,110,3,0,72,7,243
2021,April,RPMP,0,0,2,2,0,31,1,1,1,12,67,0,0,29,0,146
2021,April,GMP,0,2,4,2,0,53,2,2,6,11,68,2,0,62,1,215
