Year,Month,Unit Name,Dacoity,Robbery,Murder,Speedy Trial,Riot,Woman & Child Repression,Kidnapping,Police Assault,Burglary,Theft,Other Cases,Arms Act,Explosive,Narcotics,Smuggling,Total Cases
2022,August,CMP,0,6,7,16,0,70,1,3,13,24,185,6,0,210,5,546
2022,August,KMP,0,0,2,0,0,17,1,0,3,5,41,1,0,64,0,134
2022,August,RMP,1,4,1,2,0,27,0,0,7,9,45,2,0,248,1,347
2022,August,BMP,0,2,2,0,0,15,0,0,3,10,36,0,0,77,0,145
2022,August,SMP,0,0,2,8,0,34,0,1,5,12,85,1,0,67,2,217
2022,August,RPMP,0,0,0,0,0,16,1,1,0,15,55,0,0,33,0,121
2022,August,GMP,1,3,6,0,0,28,1,1,5,10,56,6,1,98,0,216
2022,August,Dhaka Range,13,31,59,17,0,337,15,8,64,143,1061,22,5,856,4,2635
2022,August,Mymensingh Range,2,4,20,8,0,238,7,4,11,67,637,2,0,345,40,1385
2022,August,Chittagong Range,8,14,47,14,1,255,5,14,34,93,969,40,6,1094,39,2633
2022,August,Sylhet Range,1,3,17,1,0,96,1,2,2,47,405,3,0,173,21,772
2022,August,Khulna Range,5,6,21,3,0,168,3,1,26,92,705,8,5,644,17,1704
2022,August,Barishal Range,2,4,9,0,0,130,1,0,15,29,329,2,0,220,0,741
2022,August,Rajshahi Range,2,13,32,8,0,302,1,3,14,99,713,20,2,1288,47,2544
2022,August,Rangpur Range,3,5,23,1,0,300,2,2,19,82,806,2,0,399,6,1650
2022,August,Railway Range,0,2,0,0,0,1,0,0,0,22,15,0,0,34,2,76
2022,September,DMP,4,15,18,14,4,173,2,4,61,175,605,6,7,1241,13,2342
2022,September,CMP,1,8,6,9,0,69,1,2,16,26,144,6,0,182,1,471
2022,September,KMP,0,2,1,1,0,20,1,0,6,7,26,1,0,83,0,148
2022,September,RMP,0,3,3,0,0,16,0,0,3,12,54,0,0,214,1,306
2022,September,BMP,2,0,1,0,0,15,0,1,5,9,41,0,0,72,0,146
2022,September,SMP,0,0,2,6,0,32,0,1,6,9,87,0,0,57,4,204
2022,September,RPMP,0,0,0,2,0,12,0,0,0,12,51,0,0,34,0,111
2022,September,GMP,3,1,3,4,0,35,1,2,4,12,68,4,1,88,0,226
2022,September,Dhaka Range,15,31,67,32,0,310,7,5,46,128,980,13,6,902,5,2547
2022,September,Mymensingh Range,3,3,23,3,0,222,7,3,4,50,512,2,0,314,53,1199
2022,September,Chittagong Range,11,21,55,15,2,230,10,11,40,107,804,36,3,1105,49,2499
2022,September,Sylhet Range,2,2,19,3,0,109,2,3,8,59,343,1,0,203,30,784
2022,September,Khulna Range,2,3,22,6,1,202,1,4,21,101,701,7,3,650,31,1755
2022,September,Barishal Range,1,2,12,1,0,111,0,1,6,38,309,4,1,228,0,714
2022,September,Rajshahi Range,2,12,30,4,0,247,4,7,9,84,654,21,4,1083,35,2196
2022,September,Rangpur Range,1,4,19,2,0,277,3,1,22,84,739,1,0,389,4,1546
2022,September,Railway Range,0,2,2,0,0,0,1,0,0,13,14,3,0,38,2,75
2022,October,DMP,0,9,13,31,0,158,6,7,51,119,676,14,5,1240,11,2340
2022,October,CMP,0,5,5,4,0,56,6,2,13,32,146,3,0,182,2,456
2022,October,KMP,0,0,1,1,0,19,1,0,7,4,29,2,0,69,0,133
2022,October,RMP,0,5,0,0,0,17,1,1,1,5,51,0,2,218,0,301
2022,October,BMP,0,0,2,1,0,18,0,1,6,8,41,0,0,80,0,157
2022,October,SMP,0,1,0,8,0,34,1,0,8,6,70,1,0,61,10,200
2022,October,RPMP,0,0,1,0,0,23,0,0,0,22,48,0,0,27,0,121
2022,October,GMP,0,2,6,1,0,39,6,3,2,19,75,1,0,88,2,244
2022,October,Dhaka Range,9,24,77,33,0,320,12,9,41,126,1014,14,2,919,3,2603
2022,October,Mymensingh Range,0,3,30,5,0,193,6,3,5,46,470,0,2,306,34,1103
2022,October,Chittagong Range,16,20,38,9,0,214,9,12,42,88,932,26,2,988,40,2436
2022,October,Sylhet Range,2,2,12,4,0,89,1,4,8,32,350,1,2,175,29,711
2022,October,Khulna Range,7,5,22,7,0,168,3,1,21,96,676,12,8,580,22,1628
2022,October,Barishal Range,1,1,11,2,0,125,1,1,19,23,496,0,0,198,0,878
2022,October,Rajshahi Range,3,17,35,7,0,208,2,4,13,75,657,26,3,1128,31,2209
2022,October,Rangpur Range,0,5,22,4,0,260,6,2,15,64,671,0,0,348,10,1407
2022,October,Railway Range,0,3,2,0,0,1,0,1,0,19,12,5,0,33,2,78
2022,November,DMP,2,13,14,10,142,3,5,51,134,630,3,19,1331,9,1362,3728
2022,November,CMP,1,5,7,2,42,3,1,20,36,130,2,0,213,5,220,687
2022,November,KMP,0,0,1,0,19,0,0,3,6,26,0,0,69,0,69,193
2022,November,RMP,0,0,0,0,5,0,2,5,7,48,1,0,211,0,213,492
2022,November,BMP,1,0,1,2,11,0,0,3,9,47,0,0,88,0,88,250
2022,November,SMP,0,1,1,6,26,0,0,7,11,71,2,0,39,6,47,217
2022,November,RPMP,0,0,0,0,13,1,0,0,20,49,0,0,27,0,27,137
2022,November,GMP,1,2,5,2,33,5,6,2,11,80,4,1,116,2,123,393
2022,November,Dhaka Range,7,30,64,22,260,4,14,43,105,986,17,24,944,4,989,3513
2022,November,Mymensingh Range,0,2,24,3,159,3,2,9,45,484,3,3,382,22,410,1551
2022,November,Chittagong Range,6,14,38,13,177,8,6,27,66,787,30,5,1077,45,1157,3456
2022,November,Sylhet Range,0,3,16,5,62,2,5,4,51,352,1,0,141,21,163,826
2022,November,Khulna Range,4,7,23,5,163,0,3,21,92,658,9,5,626,26,666,2308
2022,November,Barishal Range,1,3,8,2,88,3,1,8,26,307,0,1,203,0,204,855
2022,November,Rajshahi Range,5,7,28,7,182,1,7,14,73,691,37,43,1081,32,1193,3401
2022,November,Rangpur Range,1,6,23,5,204,1,3,20,75,727,1,0,342,11,354,1773
2022,November,Railway Range,0,0,2,0,0,0,0,0,4,9,2,0,32,5,39,93
2022,December,DMP,1,14,11,10,0,105,7,10,50,95,445,3,34,961,7,1753
2022,December,CMP,0,5,4,3,0,28,1,2,13,36,116,4,1,173,4,390
2022,December,KMP,1,0,4,0,0,18,0,1,5,4,39,1,0,76,0,149
2022,December,RMP,0,0,1,0,0,16,2,0,1,4,41,0,0,206,2,273
2022,December,BMP,0,0,0,1,0,7,1,0,4,8,38,1,1,79,0,140
2022,December,SMP,0,0,0,6,0,12,0,3,2,6,58,0,0,42,12,141
2022,December,RPMP,0,0,0,2,0,5,0,0,0,10,40,0,0,33,0,90
2022,December,GMP,1,1,6,2,0,27,2,1,1,10,80,1,3,83,1,219
2022,December,Dhaka Range,10,26,51,17,1,182,3,8,27,135,813,8,29,957,4,2271
2022,December,Mymensingh Range,1,0,12,3,0,123,1,3,14,27,455,0,5,275,31,950
2022,December,Chittagong Range,3,13,38,8,0,155,6,15,28,82,719,33,8,1001,40,2149
2022,December,Sylhet Range,1,2,11,0,0,58,1,3,3,52,313,1,0,160,19,624
2022,December,Khulna Range,0,3,18,2,0,118,1,0,9,75,566,11,23,631,14,1471
2022,December,Barishal Range,3,1,5,2,0,77,3,1,8,28,318,3,18,216,3,686
2022,December,Rajshahi Range,1,6,20,4,0,135,4,2,9,59,626,32,8,940,21,1867
2022,December,Rangpur Range,1,2,17,4,0,136,2,7,14,64,681,0,0,405,10,1343
2022,December,Railway Range,0,1,2,0,0,0,0,0,0,8,9,0,0,29,1,50
2023,January,DMP,0,19,9,23,122,4,4,42,122,540,7,12,1303,10,1332,3549
2023,January,CMP,1,10,5,2,0,29,3,6,11,29,117,1,2,233,2,451
2023,January,KMP,1,0,1,0,0,24,1,0,2,6,30,2,0,87,1,155
2023,January,RMP,0,5,2,0,0,16,1,0,2,8,49,5,172,0,178,438
2023,January,BMP,1,0,0,0,0,15,0,1,5,13,38,0,0,74,0,147
2023,January,SMP,0,2,0,5,0,10,0,0,3,11,55,0,0,47,17,150
2023,January,RPMP,0,0,0,0,0,12,0,0,0,18,46,1,0,29,0,106
2023,January,GMP,1,2,4,4,0,26,2,3,1,6,76,1,1,78,0,205
2023,January,Dhaka Range,12,25,48,21,0,221,5,9,30,117,879,17,0,961,8,2353
2023,January,Mymensingh Range,0,2,14,7,0,108,1,0,7,44,478,3,7,300,37,1008
2023,January,Chittagong Range,6,16,43,5,0,134,6,8,36,100,693,37,2,1082,50,2218
2023,January,Sylhet Range,0,5,15,5,0,45,0,3,1,51,334,0,1,190,36,686
2023,January,Khulna Range,3,4,15,4,0,121,2,0,10,76,587,6,1,686,18,1533
2023,January,Barishal Range,2,2,13,3,0,78,1,2,8,26,326,2,0,248,1,712
2023,January,Rajshahi Range,0,11,22,4,0,146,2,0,12,78,582,29,0,1062,30,1978
2023,January,Rangpur Range,0,3,23,1,0,157,3,0,21,64,695,0,0,389,11,1367
2023,January,Railway Range,0,1,0,0,0,1,0,0,0,15,9,3,0,27,3,59
2023,February,DMP,2,15,18,9,0,126,2,6,46,108,620,10,5,1139,8,2114
2023,February,CMP,0,4,6,7,0,39,1,3,5,23,127,1,2,235,2,455
2023,February,KMP,0,1,0,0,0,17,0,1,2,3,32,0,0,60,0,116
2023,February,RMP,0,2,2,0,0,19,3,0,2,9,54,1,0,134,0,226
2023,February,BMP,0,0,2,0,0,16,1,0,5,2,37,1,0,69,0,133
2023,February,SMP,1,0,3,9,0,11,0,3,2,14,54,0,0,50,6,153
2023,February,RPMP,0,0,0,1,0,13,0,0,0,8,53,5,1,32,0,113
2023,February,GMP,0,7,4,4,0,32,1,2,3,13,88,1,1,96,2,254
2023,February,Dhaka Range,9,21,45,17,0,235,5,13,29,115,917,13,3,935,3,2360
2023,February,Mymensingh Range,0,2,16,6,0,98,4,4,4,35,543,2,5,290,33,1042
2023,February,Chittagong Range,3,12,45,10,0,142,3,9,32,96,796,36,2,920,26,2132
2023,February,Sylhet Range,1,4,8,5,0,56,2,4,3,48,309,1,0,147,37,625
2023,February,Khulna Range,1,10,16,19,0,109,2,4,13,72,575,14,2,676,24,1537
2023,February,Barishal Range,1,2,8,2,0,65,0,1,9,15,313,17,2,204,1,640
2023,February,Rajshahi Range,1,10,25,3,0,150,0,3,5,73,659,23,5,996,36,1989
2023,February,Rangpur Range,0,2,22,3,0,166,2,3,8,72,675,0,0,374,10,1337
2023,February,Railway Range,0,5,2,0,0,1,0,0,0,19,21,0,3,22,2,75
2023,March,DMP,4,14,12,12,0,146,2,7,34,126,656,8,8,1233,13,2275
2023,March,CMP,0,12,4,12,0,57,3,0,13,35,159,4,0,226,3,528
2023,March,KMP,0,1,1,0,0,23,0,0,5,11,31,1,1,76,2,152
2023,March,RMP,0,7,1,0,0,16,1,1,2,11,53,2,3,110,0,207
2023,March,BMP,0,3,1,2,0,13,0,0,4,7,47,1,0,74,1,153
2023,March,SMP,0,3,2,11,0,19,0,1,7,19,66,0,0,42,11,181
2023,March,RPMP,0,0,0,2,0,14,0,0,0,12,53,0,0,30,0,111
2023,March,GMP,2,1,8,3,0,23,3,3,0,4,75,0,1,85,2,210
2023,March,Dhaka Range,12,22,54,18,0,293,2,9,38,118,1113,24,0,1041,3,2747
2023,March,Mymensingh Range,1,1,20,4,0,144,4,1,3,42,526,1,3,313,25,1088
2023,March,Chittagong Range,4,21,54,10,0,170,11,6,24,63,927,38,1,1081,55,2465
2023,March,Sylhet Range,2,2,21,1,0,53,2,2,7,66,418,1,0,180,24,779
2023,March,Khulna Range,1,7,22,12,0,168,2,3,16,83,738,7,1,705,17,1782
2023,March,Barishal Range,1,3,13,4,0,92,0,5,10,34,364,1,0,201,0,728
2023,March,Rajshahi Range,2,9,26,6,0,209,2,3,10,90,684,37,4,1133,51,2266
2023,March,Rangpur Range,1,4,27,2,0,212,5,6,11,59,760,2,7,424,7,1527
2023,March,Railway Range,0,1,2,0,0,0,1,0,0,17,15,1,0,22,3,62
2023,April,DMP,4,13,12,11,0,133,9,5,54,130,527,2,6,969,13,1888
2023,April,CMP,0,10,5,12,0,50,4,0,15,36,175,2,1,208,5,523
2023,April,KMP,0,1,2,0,0,24,0,0,5,5,33,0,0,58,0,128
2023,April,RMP,0,4,1,0,0,25,0,4,3,5,43,1,0,94,1,181
2023,April,BMP,0,0,3,0,0,15,0,0,4,5,48,0,0,68,0,143
2023,April,SMP,0,0,1,14,0,19,0,1,5,16,87,0,0,49,9,201
2023,April,RPMP,0,0,2,3,0,7,0,1,0,10,51,0,0,24,0,98
2023,April,GMP,1,5,7,0,0,21,2,1,0,9,70,1,1,76,0,194
2023,April,Dhaka Range,6,35,68,27,0,276,4,7,23,113,1208,22,1,949,5,2744
2023,April,Mymensingh Range,0,3,25,10,0,103,2,0,3,44,684,4,3,291,35,1207
2023,April,Chittagong Range,4,18,56,6,0,165,3,8,31,77,1064,49,1,908,36,2426
2023,April,Sylhet Range,0,6,33,1,0,53,2,4,1,59,493,1,0,152,17,822
2023,April,Khulna Range,3,9,22,8,0,122,5,1,12,94,745,5,3,610,20,1659
2023,April,Barishal Range,1,2,10,1,0,72,2,4,6,21,435,1,1,191,0,747
2023,April,Rajshahi Range,1,10,28,13,0,166,3,1,7,74,786,30,6,889,29,2043
2023,April,Rangpur Range,0,2,21,3,0,197,3,2,14,67,880,0,0,403,9,1601
2023,April,Railway Range,0,2,0,0,0,0,0,0,0,11,8,1,0,18,1,41
2023,May,DMP,4,11,9,15,3,158,6,6,45,124,682,4,11,1155,9,2242
2023,May,CMP,1,12,4,8,0,56,2,3,11,41,156,4,0,227,4,529
2023,May,KMP,1,0,0,2,0,32,0,0,8,9,35,0,0,61,0,148
2023,May,RMP,0,6,0,0,0,15,1,5,4,8,63,2,10,118,0,232
2023,May,BMP,1,0,1,1,0,21,0,0,5,7,47,0,0,66,0,149
2023,May,SMP,0,1,0,12,0,28,1,3,3,19,78,1,0,49,12,207
2023,May,RPMP,0,0,3,1,0,9,0,0,0,11,46,0,0,32,0,102
2023,May,GMP,0,2,9,0,0,17,0,0,3,4,50,0,0,61,0,146
2023,May,Dhaka Range,13,17,67,16,0,366,10,11,34,99,1164,26,2,1122,1,2948
2023,May,Mymensingh Range,0,2,14,10,0,153,8,0,6,57,615,3,8,340,23,1239
2023,May,Chittagong Range,6,19,42,7,0,214,12,12,34,89,1104,45,1,1052,37,2674
2023,May,Sylhet Range,1,2,15,3,0,84,0,4,4,57,434,2,0,178,38,822
2023,May,Khulna Range,1,7,25,9,0,170,4,1,16,83,756,7,2,683,17,1781
2023,May,Barishal Range,1,2,13,1,0,109,0,3,8,28,446,5,0,242,0,858
2023,May,Rajshahi Range,3,12,23,10,0,227,2,5,6,83,738,50,5,999,34,2197
2023,May,Rangpur Range,3,1,21,2,0,207,3,5,9,73,867,2,0,420,10,1623
2023,May,Railway Range,0,1,0,2,0,1,0,0,0,15,6,0,0,22,1,48
2023,June,DMP,4,25,24,16,0,136,7,8,36,134,627,3,3,1066,6,2095
2023,June,CMP,0,9,5,8,0,40,1,0,15,36,147,2,0,202,6,471
2023,June,KMP,0,2,2,1,0,26,0,0,6,7,34,0,0,45,0,123
2023,June,RMP,0,1,1,0,0,16,2,0,3,3,44,1,0,51,1,123
2023,June,BMP,0,0,2,1,0,11,0,0,5,5,47,0,0,53,0,124
2023,June,SMP,0,0,5,13,0,13,0,3,4,10,67,0,0,32,3,150
2023,June,RPMP,0,0,0,0,0,13,0,0,0,8,44,0,0,32,1,98
2023,June,GMP,1,3,10,0,0,22,3,1,2,7,94,0,0,81,1,225
2023,June,Dhaka Range,11,24,54,22,0,334,10,5,35,136,1075,10,0,970,6,2692
2023,June,Mymensingh Range,0,1,11,8,0,174,1,2,8,48,497,0,4,303,42,1099
2023,June,Chittagong Range,2,16,60,7,0,184,9,9,32,94,1027,36,3,975,32,2486
2023,June,Sylhet Range,0,0,17,5,0,67,1,4,3,63,363,0,0,116,29,668
2023,June,Khulna Range,5,5,26,8,0,197,2,4,13,80,735,12,2,689,14,1792
2023,June,Barishal Range,1,3,3,4,0,138,0,2,11,33,360,2,1,204,0,762
2023,June,Rajshahi Range,1,9,26,8,0,208,4,2,4,74,777,28,5,935,37,2118
2023,June,Rangpur Range,2,6,25,3,0,251,1,2,16,77,793,0,0,329,9,1514
2023,June,Railway Range,0,1,1,0,0,0,0,0,0,16,13,1,0,12,0,44
2023,July,DMP,6,12,19,33,2,134,2,12,48,103,728,5,10,1143,9,2266
2023,July,CMP,1,12,2,6,0,53,6,2,13,20,111,1,0,196,2,425
2023,July,KMP,1,0,5,0,0,29,0,0,7,16,47,0,0,71,0,176
2023,July,RMP,0,3,3,0,0,11,0,0,3,14,41,0,2,102,0,179
2023,July,BMP,0,1,3,2,0,22,0,0,3,5,60,0,0,86,0,182
2023,July,SMP,0,1,0,10,0,16,1,0,5,13,74,1,0,53,13,187
2023,July,RPMP,0,0,0,0,0,13,2,1,0,8,41,3,0,63,0,131
2023,July,GMP,2,6,14,0,0,26,6,0,4,12,66,2,0,86,0,224
2023,July,Dhaka Range,15,15,58,20,0,318,3,10,41,126,1117,14,3,1063,1,2804
2023,July,Mymensingh Range,0,4,19,2,0,172,4,2,5,44,523,2,2,296,40,1115
2023,July,Chittagong Range,7,15,63,6,0,202,7,9,48,96,1044,34,15,1079,27,2652
2023,July,Sylhet Range,0,4,23,4,0,56,1,2,2,41,357,1,0,152,38,681
2023,July,Khulna Range,2,4,27,3,1,148,1,0,20,89,693,10,3,714,13,1728
2023,July,Barishal Range,2,1,5,1,0,123,2,4,14,29,399,2,3,237,1,823
2023,July,Rajshahi Range,1,10,25,6,0,228,2,3,12,90,833,50,5,1134,41,2440
2023,July,Rangpur Range,2,3,28,1,0,242,2,2,14,82,918,1,0,375,6,1676
2023,July,Railway Range,0,3,2,0,0,1,0,0,0,14,14,1,0,13,1,49
2023,August,DMP,1,13,10,18,0,157,8,9,53,153,704,3,0,1184,14,2327
2023,August,CMP,0,10,2,9,0,49,3,3,21,48,117,5,0,229,6,502
2023,August,KMP,0,0,2,2,0,26,0,1,7,9,39,5,0,113,0,204
2023,August,RMP,0,1,1,0,0,19,4,0,5,14,52,1,6,127,1,231
2023,August,BMP,1,0,2,0,0,17,0,0,6,5,44,0,1,78,0,154
2023,August,SMP,0,1,1,10,0,19,0,3,6,13,67,0,0,35,20,175
2023,August,RPMP,0,0,0,0,0,11,0,1,0,9,55,1,0,66,0,143
2023,August,GMP,2,7,7,0,0,40,2,1,4,19,94,2,0,113,0,291
2023,August,Dhaka Range,8,20,55,19,0,298,4,5,42,117,1082,10,5,1124,3,2792
2023,August,Mymensingh Range,0,0,13,7,0,204,1,1,6,64,528,0,26,251,37,1138
2023,August,Chittagong Range,3,22,50,1,0,173,9,15,39,102,942,39,0,1059,25,2479
2023,August,Sylhet Range,2,1,14,3,0,79,3,1,4,52,320,2,0,131,91,703
2023,August,Khulna Range,2,6,24,4,0,164,2,2,25,77,631,12,2,708,20,1679
2023,August,Barishal Range,1,4,11,3,0,142,0,1,16,28,355,2,0,228,0,791
2023,August,Rajshahi Range,1,16,38,10,0,218,4,1,19,89,729,48,5,1092,49,2319
2023,August,Rangpur Range,0,1,20,4,0,234,0,0,16,76,826,1,0,536,7,1721
2023,August,Railway Range,1,2,3,0,0,1,0,0,0,14,7,2,0,16,0,46
2023,September,DMP,0,20,12,9,2,141,3,5,53,124,624,5,5,1141,16,2160
2023,September,CMP,0,12,6,11,0,33,4,1,15,37,143,2,0,199,4,467
2023,September,KMP,0,0,0,0,39,1,0,1,8,34,4,0,92,0,96,275
2023,September,RMP,0,3,2,0,0,12,1,0,6,14,45,2,2,77,0,164
2023,September,BMP,0,1,0,3,0,15,0,7,7,41,0,1,94,0,95,264
2023,September,SMP,2,1,2,12,0,17,1,4,3,17,58,0,0,41,15,173
2023,September,RPMP,0,0,1,0,0,10,0,0,0,9,37,0,0,42,1,100
2023,September,GMP,0,3,11,0,0,27,5,3,3,9,72,1,0,103,1,238
2023,September,Dhaka Range,12,19,54,26,0,275,8,8,39,112,975,7,8,1016,8,2567
2023,September,Mymensingh Range,0,3,15,2,0,189,4,1,8,38,497,1,19,260,46,1083
2023,September,Chittagong Range,3,15,52,6,0,185,9,7,30,107,845,49,2,1007,40,2357
2023,September,Sylhet Range,1,5,14,3,0,62,0,4,6,42,290,1,0,139,96,663
2023,September,Khulna Range,1,4,15,6,0,154,3,5,13,86,561,11,4,806,16,1685
2023,September,Barishal Range,1,3,12,5,0,130,1,1,15,23,338,4,2,196,2,733
2023,September,Rajshahi Range,1,12,23,14,0,214,6,2,12,93,683,42,3,1035,53,2193
2023,September,Rangpur Range,0,3,16,2,0,194,4,5,19,81,723,3,0,453,9,1512
2023,September,Railway Range,0,2,2,0,0,2,0,1,0,23,4,0,0,20,0,54
2023,October,DMP,3,20,19,8,7,128,6,11,38,136,682,6,17,844,13,1938
2023,October,CMP,0,2,1,3,0,41,2,2,14,29,124,3,1,207,1,430
2023,October,KMP,0,2,2,0,30,0,0,5,8,48,5,0,137,0,142,379
2023,October,RMP,0,3,4,0,0,14,4,2,3,15,53,4,6,123,1,232
2023,October,BMP,0,0,0,1,0,16,0,0,2,6,59,1,0,71,0,156
2023,October,SMP,0,0,1,7,1,22,0,3,6,20,64,0,0,30,8,162
2023,October,RPMP,0,0,2,0,0,13,0,0,0,14,48,2,0,52,0,131
2023,October,GMP,1,2,9,2,0,26,5,2,3,13,85,0,0,118,2,268
2023,October,Dhaka Range,7,28,54,19,0,221,5,12,47,113,1012,9,34,812,0,2373
2023,October,Mymensingh Range,0,1,19,3,0,197,3,0,13,49,408,0,12,211,45,961
2023,October,Chittagong Range,1,23,50,1,2,160,10,27,44,114,993,47,18,882,29,2401
2023,October,Sylhet Range,1,2,10,5,0,55,1,8,5,60,317,0,1,98,71,634
2023,October,Khulna Range,2,3,22,3,0,150,5,0,9,82,615,9,13,668,15,1596
2023,October,Barishal Range,5,2,10,4,0,131,1,2,11,22,493,2,7,187,0,877
2023,October,Rajshahi Range,2,13,34,3,0,202,3,3,11,90,657,38,44,989,34,2123
2023,October,Rangpur Range,0,3,20,4,0,214,3,5,13,73,636,2,3,434,5,1415
2023,October,Railway Range,0,3,1,0,2,1,0,0,0,24,6,1,0,16,0,54
2023,November,DMP,2,14,17,19,118,2,5,56,121,555,2,26,661,11,700,2309
2023,November,CMP,0,2,6,3,42,3,3,8,29,122,2,1,177,0,180,578
2023,November,KMP,0,1,1,0,10,0,1,3,17,37,0,0,93,0,93,256
2023,November,RMP,0,2,1,0,13,0,8,7,11,55,4,16,94,1,115,327
2023,November,BMP,0,1,1,1,19,0,0,2,4,43,0,0,58,0,59,188
2023,November,SMP,0,2,2,4,16,0,6,3,15,71,0,8,28,5,41,201
2023,November,RPMP,0,0,0,1,9,2,0,0,10,47,0,0,33,0,33,135
2023,November,GMP,0,2,4,0,22,2,5,4,10,75,0,10,58,0,68,260
2023,November,Dhaka Range,14,19,51,26,258,10,15,34,93,922,8,23,666,6,703,2848
